Name,Age,Income,Employment_Status,Loan_Amount,Credit_Score,Debt_To_Income,Loan_Term,Address,Contact_Info,Eligibility
User_962,42,74268,Unemployed,38290,411,0.22,24,Address_962,user962@email.com,Eligible
User_963,49,125737,Employed,33099,745,0.21,24,Address_963,user963@email.com,Eligible
User_964,28,79615,Self-Employed,14821,642,0.23,24,Address_964,user964@email.com,Eligible
User_965,31,107503,Unemployed,10832,444,0.32,12,Address_965,user965@email.com,Eligible
User_966,61,148274,Employed,17820,364,0.38,36,Address_966,user966@email.com,Eligible
User_967,57,54759,Self-Employed,21211,546,0.37,24,Address_967,user967@email.com,Not Eligible
User_968,34,110708,Unemployed,44890,789,0.42,24,Address_968,user968@email.com,Eligible
User_969,50,85112,Self-Employed,10842,738,0.45,60,Address_969,user969@email.com,Not Eligible
User_970,55,127471,Self-Employed,6316,405,0.43,36,Address_970,user970@email.com,Eligible
User_971,41,148153,Self-Employed,22508,480,0.11,24,Address_971,user971@email.com,Eligible
User_972,57,51589,Self-Employed,27005,483,0.39,60,Address_972,user972@email.com,Eligible
User_973,25,55015,Unemployed,20206,525,0.18,60,Address_973,user973@email.com,Eligible
User_974,39,54009,Unemployed,23971,388,0.15,12,Address_974,user974@email.com,Needs Review
User_975,34,108309,Unemployed,30599,829,0.36,60,Address_975,user975@email.com,Not Eligible
User_976,46,87046,Employed,27056,670,0.23,24,Address_976,user976@email.com,Needs Review
User_977,24,131661,Unemployed,6378,698,0.12,12,Address_977,user977@email.com,Needs Review
User_978,45,51143,Self-Employed,6519,405,0.16,12,Address_978,user978@email.com,Not Eligible
User_979,62,31154,Unemployed,27161,570,0.1,24,Address_979,user979@email.com,Eligible
User_980,45,46804,Self-Employed,45703,802,0.46,36,Address_980,user980@email.com,Eligible
User_981,38,66688,Employed,43861,824,0.11,60,Address_981,user981@email.com,Needs Review
User_982,60,89288,Self-Employed,10355,331,0.18,12,Address_982,user982@email.com,Not Eligible
User_983,28,76195,Self-Employed,14083,692,0.27,36,Address_983,user983@email.com,Eligible
User_984,59,45581,Self-Employed,43342,339,0.24,24,Address_984,user984@email.com,Not Eligible
User_985,60,77648,Employed,25456,517,0.46,60,Address_985,user985@email.com,Eligible
User_986,34,55087,Unemployed,18324,381,0.12,60,Address_986,user986@email.com,Eligible
User_987,52,74930,Unemployed,7257,500,0.3,12,Address_987,user987@email.com,Eligible
User_988,58,57981,Employed,32364,746,0.37,60,Address_988,user988@email.com,Not Eligible
User_989,53,94298,Self-Employed,29972,727,0.47,60,Address_989,user989@email.com,Not Eligible
User_990,43,71167,Unemployed,31654,337,0.35,60,Address_990,user990@email.com,Eligible
User_991,35,100304,Employed,20233,510,0.42,60,Address_991,user991@email.com,Eligible
User_992,53,68408,Unemployed,20887,743,0.13,24,Address_992,user992@email.com,Eligible
User_993,45,64499,Employed,34320,626,0.25,36,Address_993,user993@email.com,Not Eligible
User_994,37,77269,Self-Employed,25808,526,0.25,24,Address_994,user994@email.com,Eligible
User_995,53,63559,Unemployed,35154,347,0.45,24,Address_995,user995@email.com,Eligible
User_996,22,139126,Employed,39773,317,0.16,12,Address_996,user996@email.com,Eligible
User_997,34,99319,Unemployed,32747,738,0.16,60,Address_997,user997@email.com,Eligible
User_998,60,136925,Unemployed,15860,486,0.23,24,Address_998,user998@email.com,Eligible
User_999,60,120317,Unemployed,47838,644,0.12,60,Address_999,user999@email.com,Not Eligible
